ND, WAKE, probability
20,53,3.583083937772879e-06
18,31,3.579576851645236e-06
22,32,3.575121219445038e-06
77,27,3.571056807271934e-06
39,53,3.5599106670855184e-06
29,53,3.546565736661261e-06
14,24,3.5229335434284034e-06
66,25,3.5211360478566896e-06
66,62,3.520699747316791e-06
58,49,3.514985880196563e-06
16,31,3.5124069529313054e-06
66,70,3.500304426757335e-06
54,18,3.4966140071971188e-06
62,25,3.490431908316607e-06
62,62,3.4899994122967487e-06
50,29,3.476175734075722e-06
62,70,3.4697819379664394e-06
66,15,3.4690093018855432e-06
47,51,3.464138795524604e-06
62,15,3.4387597051010704e-06
56,78,3.431052455455355e-06
63,69,3.4138228621203265e-06
55,50,3.3972336157093134e-06
72,17,3.392665131091049e-06
53,73,3.3829588908161495e-06
14,20,3.382386664386833e-06
54,33,3.369963173153758e-06
66,29,3.3625639978293972e-06
65,9,3.3523495690401047e-06
53,26,3.3454015293712098e-06
59,50,3.333760911766101e-06
62,29,3.3332425990539494e-06
70,30,3.332971069353688e-06
32,60,3.3316588877202248e-06
19,42,3.3304198156508905e-06
33,64,3.3247407105943704e-06
70,52,3.317592821019031e-06
61,27,3.3157295878840095e-06
60,9,3.301427000179024e-06
52,61,3.2973416146146987e-06
68,17,3.28564039830964e-06
50,32,3.2826738269079664e-06
19,59,3.27655999013191e-06
46,40,3.2678373700752048e-06
48,68,3.2630816246259794e-06
22,69,3.2517140174537298e-06
77,31,3.2446630773886325e-06
76,6,3.2346533766863e-06
52,71,3.2332896167036667e-06
25,8,3.2268063664957775e-06
58,19,3.2244389138815614e-06
69,30,3.2190559202857737e-06
69,52,3.2042032737085258e-06
36,46,3.1842610282052473e-06
66,32,3.1753863070770555e-06
26,46,3.1600184170438065e-06
73,30,3.154479092991349e-06
47,36,3.1531756716568784e-06
56,50,3.1494272318893703e-06
62,32,3.147697088898307e-06
73,52,3.1399244023417507e-06
40,60,3.132386670670875e-06
78,3,3.1298763977394243e-06
48,57,3.12978222076938e-06
19,48,3.12187122961207e-06
53,22,3.1175220549768505e-06
21,60,3.1168946007668427e-06
36,53,3.1107400866722236e-06
64,21,3.1068337843335546e-06
32,72,3.096597899225821e-06
43,43,3.0918071516868522e-06
26,53,3.0870572096475323e-06
49,61,3.086443025980923e-06
71,3,3.082090510348021e-06
76,14,3.073901650105015e-06
76,13,3.0674604758854723e-06
53,63,3.066852911601868e-06
65,45,3.041627872697778e-06
49,71,3.0264878058798507e-06
51,8,3.0149364822536314e-06
61,31,3.012672704199025e-06
60,45,2.9954252015242033e-06
50,69,2.985721558090854e-06
63,40,2.9762873595473728e-06
54,44,2.9742471281199616e-06
53,11,2.9669924066792894e-06
53,81,2.9545177211963334e-06
55,46,2.95433861469255e-06
19,12,2.9281459731656112e-06
58,66,2.9187864864074976e-06
40,72,2.911385081982297e-06
43,47,2.900381189575731e-06
59,46,2.8991408033406138e-06
54,77,2.8971146511573187e-06
21,72,2.896986035520397e-06
58,37,2.8898844152427494e-06
81,21,2.8883658982478286e-06
66,69,2.888139319414714e-06
72,6,2.887867754739576e-06
55,53,2.8861263184531336e-06
62,69,2.8629548813614087e-06
70,42,2.8601258127296426e-06
33,61,2.845574491538323e-06
22,40,2.8349553324508203e-06
65,23,2.8337417614568504e-06
59,53,2.8322029613702443e-06
57,28,2.8277132235586778e-06
70,59,2.8138716208370674e-06
53,18,2.800625960018971e-06
68,6,2.7967673181162725e-06
60,23,2.7906969038098526e-06
33,71,2.7902982257793093e-06
17,39,2.790051064027533e-06
54,25,2.777636990827785e-06
54,62,2.7772928165322538e-06
58,56,2.7744352480443994e-06
57,38,2.7629248313428135e-06
69,42,2.76237169139751e-06
54,70,2.761204032669381e-06
57,16,2.7610351763244962e-06
72,14,2.7443501429117574e-06
56,46,2.738838578044725e-06
72,13,2.738599523860781e-06
54,15,2.73651697278444e-06
69,59,2.71769838726388e-06
73,42,2.706956313704243e-06
53,33,2.6991845046710822e-06
70,48,2.68102671196918e-06
52,68,2.6793631664494888e-06
65,35,2.678945282876051e-06
25,43,2.6775977469374877e-06
56,53,2.6756019309290485e-06
17,51,2.6673419377196958e-06
43,65,2.663945569309788e-06
73,59,2.6631791916554063e-06
68,14,2.6577771009654402e-06
44,64,2.6545890565736167e-06
54,29,2.6525479326713115e-06
68,13,2.652207890465994e-06
58,55,2.6391807131171335e-06
60,35,2.638251801234939e-06
19,49,2.638189654867844e-06
47,8,2.6147683429456865e-06
50,40,2.6030540222448954e-06
69,48,2.589393886122824e-06
57,34,2.5881100175153883e-06
52,57,2.5699091123101028e-06
43,54,2.557857434350726e-06
73,48,2.5374485810637723e-06
43,76,2.536704867813168e-06
23,60,2.535390791440703e-06
46,39,2.5289763550681033e-06
66,40,2.5179784939535e-06
70,12,2.5146577143021705e-06
14,21,2.5145631040579985e-06
25,47,2.5118171210098866e-06
78,17,2.510735813541591e-06
49,68,2.5079905953646602e-06
64,27,2.5067823798347052e-06
54,32,2.5048934056592416e-06
51,43,2.5017885225039956e-06
20,60,2.5012717929147607e-06
18,28,2.497849063753993e-06
62,40,2.4960218407635912e-06
39,60,2.485095044246154e-06
29,60,2.4757792429341274e-06
71,17,2.4724027538264797e-06
65,41,2.4599882158215977e-06
16,28,2.4509775268185793e-06
43,58,2.4508547472661292e-06
18,38,2.4406184989674916e-06
18,16,2.438949279833458e-06
58,73,2.432298297345259e-06
69,12,2.4287110911785976e-06
17,36,2.4279043659779725e-06
60,41,2.4226207167771913e-06
19,19,2.420118223883146e-06
46,51,2.417749545285054e-06
49,57,2.405537243074281e-06
58,26,2.405295100072215e-06
16,38,2.3948208798160425e-06
16,16,2.3931829831776033e-06
53,44,2.3822342704626285e-06
73,12,2.379989211047615e-06
23,72,2.356509493642695e-06
51,47,2.3468929383283777e-06
43,78,2.334008015866055e-06
81,27,2.330509207397542e-06
20,72,2.324797718001877e-06
53,77,2.3204547269106353e-06
33,68,2.3122649610288967e-06
39,72,2.3097622994216187e-06
13,3,2.3081164553422043e-06
25,65,2.3070567808397517e-06
63,39,2.3033460682929157e-06
29,72,2.3011037627152496e-06
32,64,2.291184572182151e-06
18,34,2.286196538702502e-06
54,69,2.2782995315257973e-06
64,31,2.2776630756293372e-06
44,61,2.2720060186444595e-06
57,9,2.271210887661644e-06
70,49,2.2656465996582294e-06
77,28,2.264144329329679e-06
16,34,2.2432966104961262e-06
58,22,2.241453068448942e-06
44,71,2.227871518259345e-06
53,25,2.224758651658267e-06
53,62,2.22448298397952e-06
33,57,2.2178071520248133e-06
25,54,2.215181273343042e-06
77,38,2.2122683931067948e-06
53,70,2.211596612861991e-06
77,16,2.2107553501084923e-06
58,63,2.205022690446571e-06
63,51,2.202042695294139e-06
46,36,2.200716973638987e-06
25,76,2.196862516148885e-06
22,39,2.1939693416497536e-06
53,15,2.191823420668629e-06
19,66,2.190709315958251e-06
69,49,2.18821074295116e-06
36,60,2.171538978436193e-06
47,43,2.1697297664123724e-06
19,37,2.1690167266421228e-06
51,65,2.1555770211083378e-06
26,60,2.1550064848341177e-06
40,64,2.154144903730252e-06
73,49,2.144313491480357e-06
21,64,2.143490994446167e-06
43,50,2.142429618914429e-06
78,6,2.137161410405644e-06
58,11,2.1332244381075877e-06
53,29,2.124568106500506e-06
58,81,2.1242553204684455e-06
25,58,2.1225137362692454e-06
81,31,2.1175012285883333e-06
71,6,2.1045319575081886e-06
61,28,2.1022601289093796e-06
22,51,2.0974764621712707e-06
19,56,2.0823657957573697e-06
70,19,2.0783693903865422e-06
77,34,2.0722945208935203e-06
65,30,2.0716574880514805e-06
51,54,2.069733996173994e-06
65,52,2.0620989102382668e-06
57,45,2.0606974894519638e-06
61,38,2.0540932735731288e-06
61,16,2.0526884117330717e-06
51,76,2.0526180359640268e-06
60,30,2.0401887766539157e-06
47,47,2.0353932480981488e-06
78,14,2.030951456293791e-06
60,52,2.030775394718066e-06
14,27,2.028902387382531e-06
78,13,2.0266957208635524e-06
25,78,2.0213209614989458e-06
36,72,2.0183287861482835e-06
55,60,2.014741065659438e-06
50,39,2.0145011295561387e-06
58,18,2.0136093798088304e-06
17,8,2.0133377067833857e-06
69,19,2.007334342677597e-06
53,32,2.0063036653545394e-06
18,9,2.0062649713091707e-06
63,36,2.004373342003959e-06
26,72,2.002962721769411e-06
71,14,1.9999435808205113e-06
71,13,1.9957528205101154e-06
54,40,1.9862993397177408e-06
51,58,1.983150945779251e-06
19,55,1.9808498503223e-06
59,60,1.9770983605503483e-06
16,9,1.9686178916399057e-06
73,19,1.9670656159517343e-06
32,61,1.960975890009218e-06
66,39,1.9486612559399938e-06
58,33,1.9406744470809396e-06
62,39,1.9316690220968414e-06
50,51,1.9259014344677104e-06
61,34,1.924127402214503e-06
32,71,1.922883257127705e-06
57,23,1.9198550177704597e-06
22,36,1.9091936388160276e-06
76,24,1.9066478219696156e-06
51,78,1.8886024189251996e-06
70,66,1.881355687746812e-06
55,72,1.8725935522391072e-06
47,65,1.8694704146344574e-06
56,60,1.8677786384934273e-06
43,46,1.8631225486382705e-06
66,51,1.8629572617481622e-06
70,37,1.8627263442759272e-06
25,50,1.855408322426454e-06
13,17,1.8515333865701126e-06
62,51,1.84671236267454e-06
44,68,1.8461930706014688e-06
40,61,1.8436865676771077e-06
14,31,1.8434611990938421e-06
59,72,1.8376066806864354e-06
21,61,1.834568114500488e-06
76,20,1.8305824073071366e-06
19,73,1.8255732524450691e-06
46,8,1.8249427477761656e-06
53,69,1.8248124613002224e-06
18,45,1.8203088106048816e-06
43,53,1.820105182048667e-06
77,9,1.818554020672326e-06
69,66,1.817054225429887e-06
57,35,1.814980678062187e-06
40,71,1.8078723203276557e-06
19,26,1.8053058721134825e-06
69,37,1.7990616004886157e-06
21,71,1.798930996248377e-06
47,54,1.7950212096902661e-06
70,56,1.7883115323786773e-06
16,45,1.7861511535677915e-06
73,66,1.7806026695060704e-06
47,76,1.7801770260135714e-06
65,42,1.7777535218329015e-06
44,57,1.77077465818478e-06
73,37,1.762970990960941e-06
50,36,1.753020276502237e-06
60,42,1.7507492449013982e-06
65,59,1.749003544412124e-06
23,64,1.7435903439012108e-06
56,72,1.7359998736651282e-06
51,50,1.733583489496888e-06
69,56,1.72719015731967e-06
60,59,1.7224359828871775e-06
20,64,1.720126680400403e-06
47,58,1.7199302017899544e-06
58,44,1.7127918331061606e-06
39,64,1.7090019169637287e-06
29,64,1.7025954326977976e-06
72,24,1.7022370323806376e-06
70,55,1.7011308188307814e-06
18,23,1.6958961816666121e-06
66,36,1.6957263729357112e-06
73,56,1.692541346222297e-06
61,9,1.6885291102706033e-06
19,22,1.6823334427514397e-06
62,36,1.6809397192907583e-06
17,43,1.6706637756395217e-06
58,77,1.668373238780284e-06
57,41,1.6666376534512633e-06
65,48,1.666431825522574e-06
16,23,1.6640730976896523e-06
63,8,1.6621249520684843e-06
19,63,1.654990446322844e-06
77,45,1.649996363257362e-06
68,24,1.6485384041689671e-06
69,55,1.6429891287954371e-06
60,48,1.6411185377404267e-06
47,78,1.6379309635488464e-06
15,7,1.63554240018161e-06
72,20,1.6343265539850507e-06
15,10,1.622929900569555e-06
25,46,1.6135200204128168e-06
73,55,1.6100294574370655e-06
18,35,1.6032558569442733e-06
19,11,1.6011019207314682e-06
58,25,1.5995691508763943e-06
58,62,1.599370949820074e-06
19,81,1.5943701061025131e-06
32,68,1.5934553298021454e-06
53,40,1.5909338244747363e-06
58,70,1.5901058361903412e-06
64,28,1.5893662342779142e-06
22,8,1.5831972611618765e-06
68,20,1.5827702240912243e-06
25,53,1.5762656904340975e-06
13,6,1.5760422432791224e-06
58,15,1.5758891982537827e-06
16,35,1.5731711463802394e-06
70,73,1.567781082075533e-06
17,47,1.567226399074327e-06
65,12,1.5630227131646577e-06
64,38,1.5529507724470792e-06
64,16,1.5518886584195586e-06
70,26,1.550375691508743e-06
60,12,1.5392802214872904e-06
77,23,1.5372240775355682e-06
54,39,1.5371952442412847e-06
61,45,1.5320231675992036e-06
32,57,1.528361449240977e-06
58,29,1.5275336044028977e-06
46,43,1.514333999235886e-06
69,73,1.5141970539053986e-06
19,18,1.511324260130297e-06
51,46,1.5075774068439415e-06
47,50,1.5034874714181286e-06
40,68,1.498148040838942e-06
13,14,1.4977180823046615e-06
69,26,1.4973865492886346e-06
13,13,1.4945797050245837e-06
36,64,1.4933691512127586e-06
23,61,1.4923016975392462e-06
21,68,1.490738542390816e-06
73,73,1.4838210542144414e-06
26,64,1.4819997416911568e-06
81,28,1.4776043874840376e-06
51,53,1.4727691705205664e-06
20,61,1.4722196495999343e-06
18,41,1.4722176448470407e-06
54,51,1.4695879205555601e-06
73,26,1.4673477817179793e-06
23,71,1.4633132224629134e-06
39,61,1.4626982024209335e-06
29,61,1.4572150295077842e-06
19,33,1.4565825935747422e-06
64,34,1.4546930141871302e-06
50,8,1.4536906283852416e-06
77,35,1.4532514032330983e-06
70,22,1.4447683990528182e-06
16,41,1.4445918348176273e-06
81,38,1.443749606242919e-06
20,71,1.4436212752298663e-06
81,16,1.442762178478804e-06
58,32,1.4425031892782181e-06
17,65,1.4394679695637213e-06
40,57,1.4369475366205857e-06
39,71,1.43428478544567e-06
21,57,1.4298407219050876e-06
29,71,1.4289081250571626e-06
61,23,1.4273139947572532e-06
70,63,1.4212865516546945e-06
46,47,1.4205756150484521e-06
65,49,1.4082461700966737e-06
66,8,1.4061797057823107e-06
57,30,1.403544274088203e-06
57,52,1.397068354571806e-06
69,22,1.3953887302462033e-06
62,8,1.3939178853590264e-06
60,49,1.3868547516024995e-06
55,64,1.3855390969330145e-06
17,54,1.3821430474693522e-06
63,43,1.3792281039845213e-06
70,11,1.3750077124736608e-06
69,63,1.3727094515146196e-06
17,76,1.370713218588588e-06
70,81,1.3692265083454893e-06
73,22,1.3673961202160876e-06
76,21,1.3609073820028971e-06
59,64,1.3596521775010659e-06
81,34,1.352401185987088e-06
61,35,1.3493452880731524e-06
73,63,1.3451718058908635e-06
54,36,1.3376683649174823e-06
77,41,1.3344734397641779e-06
69,11,1.3280123424939438e-06
17,58,1.3243239454238723e-06
69,81,1.3224287298588723e-06
22,43,1.31373405713472e-06
58,69,1.312013650134585e-06
47,46,1.3074788477829267e-06
46,65,1.3047719827928637e-06
73,11,1.3013713564999877e-06
70,18,1.2979077014524655e-06
73,81,1.295899755584421e-06
63,47,1.2938346580731586e-06
65,19,1.2918412494250071e-06
14,28,1.286377697997173e-06
19,44,1.2855441953553775e-06
56,64,1.2844729142411797e-06
36,61,1.2781427284239477e-06
47,53,1.2772906580987116e-06
64,9,1.2765742528978483e-06
60,19,1.2722180348327815e-06
43,60,1.2705752449734797e-06
26,61,1.2684118938913686e-06
17,78,1.2611855956256065e-06
78,24,1.2597374969808435e-06
14,38,1.2569042909553182e-06
14,16,1.2560446528377678e-06
69,18,1.2535474756326768e-06
36,71,1.2533143651727298e-06
46,54,1.2528111515371423e-06
19,77,1.2522056045250364e-06
70,33,1.2508961947314182e-06
26,71,1.243772555456503e-06
46,76,1.2424508511990545e-06
71,24,1.2405042537074244e-06
18,30,1.2398151699967628e-06
61,41,1.2390598378219782e-06
18,52,1.234094692627908e-06
22,47,1.2323956057025358e-06
53,39,1.2312222332172187e-06
73,18,1.2284003142152055e-06
16,30,1.2165503365138887e-06
72,21,1.215005160676407e-06
23,68,1.2126187301596668e-06
16,52,1.2109372025270554e-06
78,20,1.2094804678800344e-06
69,33,1.2081427403730674e-06
50,43,1.2062697011272793e-06
57,42,1.2044248582112632e-06
19,25,1.2005643635336191e-06
19,62,1.2004156027720712e-06
46,58,1.2004023824541815e-06
20,68,1.1963004028996166e-06
19,70,1.1934616269206037e-06
71,20,1.191014531818802e-06
39,68,1.188563438446302e-06
63,65,1.1883627976837146e-06
81,9,1.1868074685052026e-06
55,61,1.1858532903628428e-06
57,59,1.1849467994965232e-06
29,68,1.1841079063068204e-06
73,33,1.1839064341317152e-06
19,15,1.1827912605494213e-06
43,72,1.1809314119445969e-06
14,34,1.1773778821548814e-06
53,51,1.177071896516651e-06
68,21,1.176676708670415e-06
65,66,1.1693844672239274e-06
66,43,1.166845228485408e-06
59,61,1.163697229481063e-06
23,57,1.1630823187454542e-06
55,71,1.1628176812708237e-06
64,45,1.158251473844429e-06
65,37,1.157805123120462e-06
17,50,1.1576658506093144e-06
62,43,1.1566703933668097e-06
60,66,1.151621384994308e-06
20,57,1.147430607753684e-06
19,29,1.146497735681759e-06
58,40,1.143858307874774e-06
46,78,1.1431721059920237e-06
59,71,1.1410920095119138e-06
63,54,1.1410378093981383e-06
60,37,1.1402179324365573e-06
39,57,1.1400097042721525e-06
29,57,1.1357361840607744e-06
22,65,1.131932183689402e-06
63,76,1.1316018346401119e-06
50,47,1.1315847913722183e-06
57,48,1.129004606389084e-06
77,30,1.1238150964759608e-06
77,52,1.118629840655785e-06
65,56,1.1115514956268474e-06
54,8,1.1092603959195973e-06
70,44,1.104010407115021e-06
25,60,1.1003562791422477e-06
56,61,1.0993529053828593e-06
76,27,1.0980628133357446e-06
60,56,1.0946669027724982e-06
66,47,1.0946012431593096e-06
63,58,1.0933048474155585e-06
22,54,1.0868544705216888e-06
62,47,1.0850563721705364e-06
19,32,1.0826777463057268e-06
64,23,1.0790884713950115e-06
56,71,1.0779975960976558e-06
22,76,1.077866572605405e-06
81,45,1.0768049695858344e-06
70,77,1.0753796129593436e-06
53,36,1.0714104390627513e-06
69,44,1.066277253276568e-06
18,42,1.063923837601494e-06
57,12,1.058945116161764e-06
65,55,1.057363033057866e-06
46,50,1.0493390608537866e-06
18,59,1.0467179730466973e-06
73,44,1.0448868817707814e-06
16,42,1.04395956266822e-06
61,30,1.0434633689131097e-06
22,58,1.0413881567021904e-06
60,55,1.0413015690747208e-06
63,78,1.041180543440847e-06
50,65,1.0393393468792017e-06
61,52,1.0386488540309344e-06
69,77,1.038625009824245e-06
36,68,1.038596829890357e-06
14,9,1.0332147577749851e-06
70,25,1.0310307156621185e-06
70,62,1.030902961649839e-06
26,68,1.0306897208696093e-06
51,60,1.0281076434919585e-06
16,59,1.0270765620236925e-06
70,70,1.0249309680469864e-06
25,72,1.0227220304427389e-06
64,35,1.0201419937303675e-06
73,77,1.0177893643604856e-06
70,15,1.0157673814786857e-06
17,46,1.0067417529223698e-06
66,65,1.0053706534697864e-06
81,23,1.003208590587125e-06
50,54,9.979490218777219e-07
76,31,9.97700137345552e-07
18,48,9.973016625405329e-07
62,65,9.966038689962272e-07
36,57,9.961693474679376e-07
69,25,9.957918806334591e-07
69,62,9.956684930309235e-07
22,78,9.91739028223592e-07
69,70,9.899006117732865e-07
50,76,9.89696340237661e-07
26,57,9.885852499559244e-07
19,69,9.847381915050246e-07
70,29,9.845989243306912e-07
17,53,9.834972384495167e-07
69,15,9.810502206417908e-07
72,27,9.803400309183888e-07
16,48,9.78587536699292e-07
73,25,9.758155018785513e-07
73,62,9.756945895296603e-07
65,73,9.744775309246976e-07
73,70,9.70042416566956e-07
66,54,9.65333087087821e-07
77,42,9.643805779536634e-07
65,26,9.63658952860309e-07
55,68,9.636040175298638e-07
73,15,9.613695713351712e-07
60,73,9.596751070872881e-07
66,76,9.573501275681422e-07
62,54,9.569154282965214e-07
50,58,9.562018840269891e-07
63,50,9.557190976815845e-07
51,72,9.55570806107853e-07
57,49,9.54084282728068e-07
69,29,9.509470471006292e-07
68,27,9.494143056287205e-07
60,26,9.490208644464934e-07
62,76,9.490020798056991e-07
15,3,9.489449261348188e-07
77,59,9.487845352510629e-07
81,35,9.484071407101056e-07
59,68,9.456003829725175e-07
14,45,9.374484196858176e-07
64,41,9.367631728361674e-07
18,12,9.35414894599066e-07
73,29,9.31870291446969e-07
70,32,9.297910595309655e-07
13,24,9.289890323762098e-07
66,58,9.24950369559123e-07
55,57,9.242400493958219e-07
54,43,9.204621534532311e-07
16,12,9.178620590741512e-07
62,58,9.168848461517327e-07
46,46,9.125374519580346e-07
50,78,9.106140886540576e-07
22,50,9.103358059853256e-07
59,57,9.069718772111096e-07
77,48,9.039917329827087e-07
78,21,8.991624144075427e-07
65,22,8.980171775023297e-07
69,32,8.980124197094614e-07
61,42,8.954282692423564e-07
56,68,8.933152902800636e-07
13,20,8.919271611956193e-07
47,60,8.916484095657685e-07
46,53,8.914680069414884e-07
72,31,8.907371888146795e-07
53,8,8.884662289972382e-07
71,21,8.854343087505607e-07
58,39,8.85230899387426e-07
60,22,8.84376195075521e-07
65,63,8.834216877775904e-07
61,59,8.809473289958697e-07
66,78,8.808525185906672e-07
73,32,8.799975748692768e-07
57,19,8.752201554161361e-07
43,64,8.737756466634573e-07
14,23,8.733766414756232e-07
62,78,8.731715263547939e-07
81,41,8.708913932886256e-07
60,63,8.700024124893908e-07
54,47,8.634727150222063e-07
68,31,8.626380673488667e-07
19,40,8.585283859806318e-07
56,57,8.56822670925509e-07
65,11,8.546563904699512e-07
65,81,8.510629974962752e-07
77,12,8.478952391118467e-07
58,51,8.462975939561889e-07
70,69,8.456817086748508e-07
18,49,8.427865005898651e-07
60,11,8.416740632991215e-07
61,48,8.393571701658619e-07
60,81,8.381352543708675e-07
50,50,8.358697063897243e-07
63,46,8.311226587490069e-07
47,72,8.287392812289803e-07
16,49,8.269718146009136e-07
14,35,8.256674146102766e-07
69,69,8.167777800468759e-07
63,53,8.119329880971955e-07
66,50,8.08551004493345e-07
65,18,8.067337377264085e-07
62,50,8.015004780354569e-07
73,69,8.003925668209659e-07
60,18,7.944793610673262e-07
54,65,7.930834476759867e-07
57,66,7.922559026509509e-07
22,46,7.916559554583888e-07
64,30,7.888868853336202e-07
61,12,7.872715231032311e-07
64,52,7.852469802224825e-07
57,37,7.844109175567199e-07
65,33,7.775130400675699e-07
22,53,7.733775258007763e-07
18,19,7.73122192014057e-07
58,36,7.703285410191795e-07
60,33,7.657025291086648e-07
77,49,7.639333792564497e-07
54,54,7.614999405652735e-07
15,17,7.612281471709498e-07
16,19,7.586147400208954e-07
14,41,7.581834997199313e-07
25,64,7.567159230996834e-07
54,76,7.552026082961504e-07
57,56,7.530741669602052e-07
43,61,7.478458947339805e-07
70,40,7.372941952137722e-07
53,43,7.372475763324251e-07
81,30,7.334135442528522e-07
43,71,7.333187303434409e-07
81,52,7.300295918029714e-07
54,58,7.296441620684051e-07
50,46,7.268979498553821e-07
78,27,7.254989012970209e-07
57,55,7.16361579672491e-07
71,27,7.144222310409667e-07
69,40,7.120947631133994e-07
50,53,7.101147084067644e-07
61,49,7.093128576433594e-07
51,64,7.070304766173686e-07
66,46,7.03140768264296e-07
77,19,7.007870300604988e-07
18,66,6.998360541666816e-07
73,40,6.978095746377809e-07
62,46,6.97009414073012e-07
76,28,6.962008240807576e-07
54,78,6.948577123541e-07
18,37,6.929062182450148e-07
53,47,6.916016742144586e-07
66,53,6.869060529394089e-07
16,66,6.867037989245216e-07
17,60,6.865577094106217e-07
65,44,6.86214005220905e-07
62,53,6.809162646967147e-07
76,38,6.802495134330724e-07
16,37,6.799039997072627e-07
76,16,6.797842684534823e-07
64,42,6.76968295588629e-07
60,44,6.757903369206134e-07
65,77,6.68418111447074e-07
64,59,6.660203081574532e-07
18,56,6.652250260765642e-07
19,39,6.644143335229173e-07
13,21,6.630841927873661e-07
57,73,6.60206798973992e-07
78,31,6.591884769043406e-07
60,77,6.582647647846306e-07
57,26,6.528772315220237e-07
16,56,6.527422384523797e-07
61,19,6.506814133130687e-07
71,31,6.491242116350116e-07
15,6,6.479643982747503e-07
25,61,6.476569800621795e-07
65,25,6.40852398075779e-07
65,62,6.40772990678997e-07
58,8,6.387943116617045e-07
14,30,6.384975807647457e-07
17,72,6.381184966126558e-07
54,50,6.378228925345643e-07
76,34,6.372090040793656e-07
65,70,6.370610096841112e-07
14,52,6.35551568287061e-07
53,65,6.352231294191865e-07
19,51,6.351927528055701e-07
25,71,6.350760198880377e-07
64,48,6.345770090082834e-07
77,66,6.343577186047325e-07
18,55,6.327951102631084e-07
65,15,6.313652468537097e-07
60,25,6.311177777151265e-07
60,62,6.310395765256768e-07
81,42,6.293649016671131e-07
77,37,6.280762547112952e-07
60,70,6.273839809416588e-07
46,60,6.223141346319266e-07
60,15,6.217747373924284e-07
72,28,6.21561470906539e-07
16,55,6.209208622095969e-07
81,59,6.191867602711653e-07
15,14,6.157626802988426e-07
15,13,6.144723869995882e-07
47,64,6.131873486021164e-07
65,29,6.119920310957416e-07
53,54,6.099262022374495e-07
57,22,6.084050451321146e-07
43,68,6.076867303192155e-07
72,38,6.073202925480482e-07
72,16,6.069049262573982e-07
51,61,6.051322686883737e-07
53,76,6.048823305960644e-07
77,56,6.029849811084418e-07
60,29,6.026958029715282e-07
68,28,6.019537443079522e-07
57,63,5.985166267285788e-07
64,12,5.951988333042098e-07
51,71,5.933773656967846e-07
81,48,5.899545066987881e-07
61,66,5.890017354518494e-07
68,38,5.881618169805585e-07
68,16,5.87759553800456e-07
53,58,5.844111982789602e-07
18,73,5.83191011366357e-07
61,37,5.831693903476544e-07
43,57,5.828622581785891e-07
57,11,5.790281888176598e-07
46,72,5.784075461814153e-07
19,36,5.781738126505907e-07
65,32,5.779253917058946e-07
18,26,5.767164675388255e-07
57,81,5.765936714508458e-07
77,55,5.735892858059708e-07
16,73,5.722475722985945e-07
70,39,5.705913040530793e-07
60,32,5.691466396844767e-07
72,34,5.688941353572985e-07
63,60,5.667924938780046e-07
16,26,5.658945217288246e-07
61,56,5.598721193232176e-07
76,9,5.591864402930015e-07
53,78,5.565488623373182e-07
54,46,5.546703623902311e-07
81,12,5.533453451747977e-07
69,39,5.510894865738575e-07
68,34,5.509478481568446e-07
14,42,5.479145705470533e-07
57,18,5.465606765743207e-07
70,51,5.454961503112939e-07
54,53,5.41863658755643e-07
73,39,5.400341922641228e-07
22,60,5.398777768410478e-07
14,59,5.390536506623318e-07
18,22,5.374321411751616e-07
64,49,5.362599470800925e-07
13,27,5.350166395151544e-07
61,55,5.325781887219609e-07
58,43,5.300702971896476e-07
18,63,5.286972466867471e-07
77,73,5.286262650781301e-07
16,22,5.273473563012862e-07
69,51,5.268520415009722e-07
63,72,5.268031647263222e-07
57,33,5.267637057331126e-07
25,68,5.262749389329771e-07
65,69,5.256459800667147e-07
47,61,5.248139417778134e-07
77,26,5.227574950612299e-07
16,63,5.187763700071583e-07
60,69,5.176613582171019e-07
73,51,5.162829696562362e-07
47,71,5.146192499832355e-07
14,48,5.136045389946727e-07
18,11,5.114822137108945e-07
53,50,5.108666118278779e-07
18,81,5.093316926203095e-07
76,45,5.073567143884862e-07
25,57,5.04776201330152e-07
16,11,5.018843729847911e-07
22,72,5.017873815853512e-07
16,81,4.997742059052591e-07
72,9,4.992363328475354e-07
81,49,4.985509529196077e-07
58,47,4.972515566770977e-07
70,36,4.965289475023979e-07
50,60,4.957154006768114e-07
64,19,4.919329693649925e-07
51,68,4.917200888034478e-07
61,73,4.908299818930038e-07
77,22,4.871487042585739e-07
13,31,4.861162478536775e-07
61,26,4.853808234394344e-07
68,9,4.834874649064796e-07
18,18,4.82802167805326e-07
14,12,4.817332144874246e-07
69,36,4.795584524412936e-07
66,60,4.79513950674483e-07
19,8,4.794501605565744e-07
77,63,4.792310673964353e-07
62,60,4.753326117393154e-07
16,18,4.737425012429376e-07
76,23,4.726804098632231e-07
17,64,4.721463045067979e-07
51,57,4.716329435089054e-07
73,36,4.699381276852907e-07
18,33,4.6531459351070074e-07
57,44,4.6490877154254746e-07
77,11,4.6362671409218823e-07
77,81,4.6167740089988736e-07
50,72,4.607408261414439e-07
78,28,4.5998546423612705e-07
65,40,4.582761172024486e-07
81,19,4.5734098171023686e-07
58,65,4.567162019955453e-07
16,33,4.5658307707409677e-07
72,45,4.5296324675570344e-07
71,28,4.5296256275300597e-07
57,77,4.52852085071641e-07
61,22,4.5231802785110655e-07
